Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-51098277,Shawn,Rogers,0,Pennsylvania,Philadelphia,Bachelor,26/05/1969,2022-12-08,6/6/2023,Sales,Sales Representative,65009,2
00-84285882,Nicholas,Walton,0,Michigan,Grand Rapids,PhD,7/4/1990,2020-11-19,18/05/2021,Sales,Sales Specialist,73797,4
00-83871890,Robert,Conley,0,New York,New York City,Bachelor,18/10/1961,2018-07-02,29/01/2020,Customer Service,Customer Service Representative,59391,3
00-46361787,Andrew,Ryan,1,New York,New York City,Bachelor,8/12/1977,2018-05-16,12/11/2018,Sales,Sales Consultant,95438,3
00-35848226,Jeffrey,Jones,0,New York,New York City,Bachelor,31/01/1992,2018-09-11,10/3/2019,Marketing,Marketing Coordinator,52863,2
00-34850391,Billy,Johnson,0,Pennsylvania,Philadelphia,Bachelor,4/11/1976,2017-04-07,23/12/2024,Sales,Sales Representative,59645,3
00-47111151,James,Smith,0,New York,New York City,Master,24/04/1990,2022-03-01,28/08/2022,IT,System Administrator,72411,4
00-47983442,John,Wells,0,North Carolina,Charlotte,Master,2/8/1980,2024-02-14,12/8/2024,Sales,Sales Consultant,92457,3
00-40532273,Anne,Robinson,0,New York,New York City,Bachelor,3/9/1962,2018-09-29,28/03/2019,Customer Service,Customer Service Representative,64737,3
00-81690398,Jonathan,Wood,0,New York,New York City,Bachelor,9/6/1980,2016-08-23,,Customer Service,Help Desk Technician,78322,3
00-84270583,Catherine,Adkins,1,New York,New York City,Bachelor,25/03/1996,2017-02-14,8/11/2024,Operations,Inventory Specialist,63371,3
00-75884623,Kimberly,Martin,0,New York,New York City,High School,21/02/1994,2016-04-30,27/01/2019,Operations,Inventory Specialist,61038,1
00-48163378,Daniel,Johnson,1,New York,New York City,Master,9/12/1990,2019-05-02,29/03/2022,IT,Software Developer,102531,3
00-34744872,Barbara,Odonnell,1,Illinois,Chicago,Bachelor,13/11/1996,2024-05-25,21/11/2024,Marketing,Marketing Coordinator,72436,3
00-74119726,Randy,Espinoza,1,Ohio,Cleveland,Bachelor,22/03/1996,2016-01-30,23/10/2023,Sales,Sales Representative,62740,2
00-76001106,Brittany,Rivas,1,New York,New York City,Bachelor,3/4/1986,2016-04-04,1/10/2016,Finance,Accountant,71374,2
00-17195288,Curtis,Barton,0,New York,New York City,High School,3/7/1989,2017-11-27,19/12/2018,Marketing,Content Creator,53525,1
00-21432787,Gabrielle,Trujillo,0,New York,New York City,Bachelor,30/04/1970,2018-11-05,4/5/2019,Customer Service,Support Specialist,57059,2
00-65857931,Tonya,Patton,0,New York,New York City,High School,26/05/1999,2021-05-15,11/11/2021,Customer Service,Help Desk Technician,81281,1
00-80138498,Amanda,Stanley,1,New York,New York City,Bachelor,26/05/1973,2018-01-27,26/07/2018,Sales,Sales Representative,77133,3
00-88990506,William,Peterson,1,Illinois,Chicago,Bachelor,27/01/1977,2018-11-25,24/05/2019,Operations,Logistics Coordinator,59761,4
00-93352876,Robert,Henry,1,New York,New York City,High School,5/4/1970,2016-06-17,14/12/2016,Customer Service,Help Desk Technician,69063,1
00-37888820,Susan,Reid,1,New York,New York City,Master,31/10/1977,2021-11-18,17/05/2022,IT,System Administrator,89816,3
00-20896797,Steve,Hernandez,1,Ohio,Columbus,Bachelor,30/10/1993,2017-03-10,28/08/2021,Finance,Accounts Payable Specialist,61703,3
00-20075036,Jessica,Sheppard,0,New York,New York City,Bachelor,21/12/1973,2017-04-15,,Finance,Accountant,87080,2
00-89699989,Christina,Gillespie,1,New York,New York City,Bachelor,12/1/1964,2019-10-28,25/04/2020,Customer Service,Help Desk Technician,66381,4
00-48668783,Timothy,Graham,0,New York,New York City,High School,16/06/1981,2022-10-11,9/4/2023,Operations,Inventory Specialist,57499,1
00-70939053,Brittany,Morris,0,New York,New York City,Bachelor,10/2/1975,2016-04-05,1/4/2024,Operations,Inventory Specialist,56166,4
00-93893865,Mariah,Miller,1,New York,New York City,Bachelor,7/9/1997,2020-12-08,23/07/2022,Sales,Sales Representative,82595,3
00-25405014,Shannon,Christensen,1,New York,New York City,High School,1/4/1996,2020-08-09,22/07/2022,Operations,Inventory Specialist,62555,1
00-45652586,Cheryl,Gray,0,Michigan,Warren,Bachelor,16/03/1961,2023-01-12,11/7/2023,Operations,Inventory Specialist,65121,3
00-32269779,Troy,Nguyen,1,New York,New York City,Bachelor,2/7/1992,2017-07-09,5/1/2018,Marketing,Marketing Coordinator,73622,3
00-86397676,Jason,Salinas,0,New York,New York City,PhD,29/11/1966,2024-05-12,8/11/2024,Finance,Financial Analyst,107609,4
00-72907576,Joshua,Carlson,0,New York,New York City,High School,16/07/1999,2022-12-08,6/6/2023,IT,IT Support Specialist,55096,1
00-46540265,Joshua,Smith,0,New York,New York City,Bachelor,19/12/1986,2020-03-15,15/06/2021,Operations,Operations Analyst,69793,4
00-20796722,Christopher,Cortez,0,Michigan,Detroit,Bachelor,18/07/1982,2020-07-08,18/09/2021,IT,Software Developer,102129,2
00-53261270,Angela,Allen,1,New York,New York City,Master,27/05/1986,2021-07-04,31/12/2021,IT,System Administrator,67886,4
00-40725714,Debbie,Henry,0,New York,New York City,Bachelor,24/11/1983,2018-11-03,2/5/2019,Operations,Operations Analyst,71889,2
00-12784407,Andre,Phillips,0,New York,New York City,High School,30/10/1972,2024-06-06,3/12/2024,Customer Service,Customer Service Representative,62790,1
00-46173157,Heather,Torres,0,New York,New York City,Bachelor,29/07/1976,2020-08-13,9/2/2021,Operations,Logistics Coordinator,58167,2
00-79654147,Miguel,Tran,0,New York,New York City,High School,7/8/1999,2022-05-14,10/11/2022,Customer Service,Support Specialist,59713,1
00-88561612,Ronald,Reese,1,New York,New York City,Bachelor,5/12/1972,2019-05-09,5/11/2019,Operations,Logistics Coordinator,63660,2
00-73083727,Michael,Chavez,0,New York,New York City,Bachelor,28/02/1981,2018-04-30,13/06/2021,Operations,Inventory Specialist,55713,2
00-99943797,John,Martinez,1,New York,New York City,Bachelor,7/7/1990,2016-03-15,26/06/2023,Customer Service,Help Desk Technician,78805,3
00-65250068,Leslie,Newton,0,New York,New York City,Bachelor,11/7/1978,2022-10-24,22/04/2023,Sales,Sales Representative,60912,3
00-63747791,Hannah,Lee,1,New York,New York City,High School,8/10/1980,2017-10-14,11/4/2018,Operations,Inventory Specialist,66240,1
00-71045700,Todd,Hardy,1,New York,New York City,High School,27/04/1990,2016-10-22,29/10/2019,Customer Service,Support Specialist,60280,4
00-25558733,Alicia,Campbell,1,New York,New York City,Bachelor,28/03/1989,2024-02-09,7/8/2024,Customer Service,Customer Service Representative,64287,3
00-79067939,Marissa,Phillips,1,New York,New York City,Master,5/2/1983,2023-05-21,17/11/2023,Sales,Sales Specialist,66781,4
00-82825679,Harry,Smith,1,New York,New York City,Bachelor,26/07/1970,2019-07-27,23/01/2020,Sales,Sales Representative,84094,3
00-79583757,David,Williams,0,New York,New York City,Bachelor,18/07/1971,2018-01-22,26/04/2024,Sales,Sales Representative,66981,3
00-69329732,Angela,Terry,0,New York,New York City,Bachelor,22/08/1978,2022-02-19,22/08/2023,Customer Service,Help Desk Technician,78546,3
00-83715012,Dana,Mullins,1,Virginia,Richmond,Bachelor,19/07/1965,2017-02-09,19/10/2020,Operations,Logistics Coordinator,64019,3
00-75056916,Monique,Andrews,1,New York,New York City,Bachelor,25/12/1984,2016-07-01,11/4/2021,Sales,Sales Representative,80980,4
00-42117961,Timothy,Peterson,0,West Virginia,Charleston,Bachelor,21/07/1991,2022-01-20,19/07/2022,Sales,Sales Representative,58242,3
00-11835355,Johnny,Hensley,0,New York,New York City,Master,3/8/1986,2020-02-14,3/7/2023,IT,Software Developer,95432,3
00-25228493,Lynn,Morales,1,New York,New York City,Bachelor,31/07/1966,2019-01-29,8/9/2021,Customer Service,Support Specialist,72036,3
00-30665654,Barbara,Parks,0,New York,New York City,Bachelor,26/12/1980,2020-02-28,26/08/2020,Sales,Sales Representative,69216,2
00-78299645,Edward,Hart,1,Illinois,Chicago,Bachelor,24/07/1978,2022-04-28,25/10/2022,Customer Service,Customer Service Representative,63344,1
00-74759996,Christopher,Wright,1,North Carolina,Raleigh,Bachelor,12/9/1980,2018-08-04,31/01/2019,Marketing,Content Creator,63342,3
00-83989546,Kathy,Obrien,1,Michigan,Grand Rapids,Bachelor,30/05/2000,2017-11-04,4/2/2019,Customer Service,Customer Service Representative,67818,2
00-78214937,Christine,Rowe,1,New York,New York City,Bachelor,19/12/1960,2022-05-28,15/10/2024,Customer Service,Customer Service Representative,74416,3
00-19369750,Shannon,Ramos,0,New York,New York City,High School,9/9/1992,2017-12-01,30/05/2018,Customer Service,Customer Service Representative,59823,4
00-78147397,Brianna,Patterson,1,New York,New York City,Bachelor,23/11/1974,2017-08-09,5/2/2018,Marketing,Marketing Coordinator,77963,4
00-50071487,Christine,Lynch,1,New York,New York City,High School,28/09/1975,2017-10-15,12/4/2018,Operations,Inventory Specialist,58852,1
00-75718414,Cory,Farmer,0,New York,New York City,Bachelor,25/04/1988,2017-08-31,27/02/2018,Operations,Logistics Coordinator,56099,4
00-75007200,Jason,Guerrero,1,Virginia,Richmond,Bachelor,24/07/1967,2018-03-02,18/05/2019,Sales,Sales Representative,80089,3
00-82937948,John,Arnold,0,New York,New York City,Bachelor,15/12/1975,2018-03-02,16/12/2021,Operations,Logistics Coordinator,54065,2
00-35320492,Aaron,Hayes,0,Michigan,Detroit,Bachelor,7/8/1987,2018-08-18,14/02/2019,Finance,Accounts Payable Specialist,65623,1
00-61401477,Terry,Johnson,1,New York,New York City,Bachelor,11/10/1977,2017-04-22,7/2/2020,Customer Service,Help Desk Technician,65571,3
00-52704903,Jasmine,Warner,0,New York,New York City,PhD,15/01/1986,2022-06-26,23/12/2022,Sales,Sales Specialist,94650,4
00-61167978,Charles,Hall,0,New York,New York City,Bachelor,9/1/1988,2018-04-13,10/10/2018,Finance,Accountant,87620,4
00-97512508,Kristin,Weber,0,New York,New York City,Master,11/1/1986,2018-09-13,12/3/2019,Operations,Operations Analyst,84470,4
00-26944487,Linda,Gonzalez,1,New York,New York City,Bachelor,17/09/1988,2020-02-14,21/04/2021,Sales,Sales Specialist,74777,3
00-23470708,Amy,Holland,0,New York,New York City,Bachelor,6/6/2000,2017-12-19,16/06/2018,Operations,Logistics Coordinator,55889,3
00-80591959,Joseph,Thomas,1,Virginia,Norfolk,Bachelor,26/05/1982,2024-01-24,22/07/2024,Operations,Logistics Coordinator,67280,3
00-29348212,Gabriel,Parker,0,Pennsylvania,Allentown,Master,7/9/1975,2019-10-18,15/04/2020,Sales,Sales Consultant,87940,4
00-20043277,Madison,Morse,0,Illinois,Naperville,High School,29/06/1959,2019-06-20,22/04/2021,Customer Service,Help Desk Technician,58676,1
00-93652460,David,Barker,1,New York,New York City,High School,9/6/1993,2022-09-29,28/03/2023,IT,IT Support Specialist,66001,1
00-54099326,Richard,Nelson,1,Ohio,Cleveland,High School,2/3/1992,2017-07-29,25/01/2018,Customer Service,Customer Service Representative,61836,1
00-52501540,Troy,Miller,0,New York,New York City,Bachelor,12/3/1986,2021-01-16,15/07/2021,Sales,Sales Representative,72320,2
00-82613940,Pamela,Navarro,0,New York,New York City,Bachelor,26/12/1977,2015-08-23,17/03/2021,Customer Service,Help Desk Technician,67779,1
00-94712997,John,Davis,0,New York,New York City,Bachelor,6/9/1990,2022-09-19,1/7/2023,Customer Service,Help Desk Technician,76637,4
00-22130508,Mary,Johnston,1,New York,New York City,Bachelor,16/11/1986,2019-01-09,21/07/2022,Operations,Inventory Specialist,58495,3
00-95060193,Yvonne,Chambers,0,New York,New York City,Bachelor,15/01/1967,2022-04-15,12/10/2022,Customer Service,Support Specialist,62938,3
00-32329103,Barbara,Hines,1,West Virginia,Huntington,High School,1/4/1981,2022-03-10,6/9/2022,Customer Service,Help Desk Technician,67455,1
00-53536830,Thomas,Pearson,0,New York,New York City,Bachelor,8/7/1985,2017-12-22,19/06/2018,Operations,Logistics Coordinator,57243,2
00-60310319,Joshua,Shea,1,New York,New York City,Bachelor,21/08/1980,2019-06-19,16/12/2019,Marketing,Marketing Coordinator,77791,2
00-65304649,Cynthia,Vasquez,1,New York,New York City,Master,16/10/1982,2020-02-05,3/8/2020,Marketing,Marketing Manager,94659,4
00-33497411,Theodore,Ortiz,1,New York,New York City,Bachelor,5/5/1975,2016-05-04,23/03/2020,Customer Service,Customer Service Representative,70991,1
00-42323627,Elizabeth,Hodge,0,New York,New York City,Bachelor,24/03/1982,2020-05-08,6/7/2023,Sales,Sales Representative,67107,2
00-41163805,Robert,Simpson,1,New York,New York City,Bachelor,3/7/1983,2019-09-15,13/03/2020,Operations,Logistics Coordinator,67154,3
00-44269370,Sierra,Cervantes,0,New York,New York City,Bachelor,22/02/1987,2022-08-02,30/05/2023,Operations,Inventory Specialist,57452,2
00-83363160,Benjamin,Miller,1,Illinois,Chicago,High School,8/7/1992,2017-04-09,24/03/2022,Customer Service,Customer Service Representative,61258,1
00-88862539,Marcus,Cordova,0,New York,New York City,Bachelor,23/05/1970,2017-06-06,15/04/2020,Sales,Sales Representative,65222,1
00-43567615,Michelle,Bryan,0,New York,New York City,High School,28/08/1996,2019-01-01,30/06/2019,Marketing,SEO Specialist,76873,1
00-61632653,Diane,Daniels,0,New York,New York City,Bachelor,6/10/1983,2017-06-10,16/01/2018,Sales,Sales Representative,68800,4
00-61185849,Brian,Stone,1,New York,New York City,Bachelor,8/2/1964,2020-08-29,25/02/2021,Operations,Operations Analyst,79458,3
00-49625201,Katherine,Garrett,0,North Carolina,Raleigh,Bachelor,5/6/1981,2015-10-23,6/10/2021,Operations,Logistics Coordinator,53471,4
00-46840133,Brett,Adams,1,North Carolina,Charlotte,Bachelor,10/4/1975,2015-02-20,22/01/2024,Sales,Sales Representative,68009,3
00-16582607,Sara,Kim,0,New York,New York City,Bachelor,20/04/1984,2018-09-28,27/03/2019,Sales,Sales Representative,68240,2
00-48412328,Todd,Johnson,1,New York,New York City,Master,21/03/1973,2017-09-02,27/02/2018,IT,System Administrator,96095,4
00-57287718,Chelsea,Allen,1,New York,New York City,Bachelor,24/09/1977,2017-03-03,,Customer Service,Support Specialist,66561,3
00-43638559,Lance,Smith,1,New York,New York City,Master,8/8/1982,2022-06-08,5/12/2022,Sales,Sales Consultant,92568,4
00-98473848,Christopher,Gay,1,Michigan,Grand Rapids,Bachelor,25/09/1959,2022-12-21,19/06/2023,Operations,Logistics Coordinator,63038,3
00-23041121,Daniel,Valentine,1,New York,New York City,Bachelor,23/03/1983,2017-09-09,7/3/2018,Operations,Inventory Specialist,68256,3
00-51464269,Marilyn,Jimenez,1,New York,New York City,Bachelor,13/11/1977,2017-10-06,3/4/2018,Operations,Inventory Specialist,66936,3
00-58970845,Kelly,Thornton,0,New York,New York City,Bachelor,20/05/1974,2022-06-11,8/12/2022,Operations,Logistics Coordinator,57549,4
00-53851498,Mary,Baird,1,New York,New York City,Bachelor,20/07/1981,2022-04-05,2/10/2022,Operations,Logistics Coordinator,67506,2
00-27738187,Stephen,Thomas,1,New York,New York City,Master,27/07/1969,2017-03-16,17/11/2018,Sales,Sales Specialist,57739,4
00-77349752,Sandra,Romero,0,Pennsylvania,Philadelphia,Bachelor,18/03/1985,2018-12-07,5/6/2019,Operations,Logistics Coordinator,61624,3
00-74672520,Derek,Jones,1,Michigan,Detroit,Bachelor,29/01/1973,2018-10-27,25/04/2019,Customer Service,Support Specialist,67477,4
00-55461591,Kristy,Perry,0,New York,New York City,High School,17/12/2003,2017-12-29,26/06/2018,Operations,Inventory Specialist,58948,4
00-28892086,Kristin,Adams,0,Pennsylvania,Philadelphia,High School,9/1/1970,2022-01-01,30/06/2022,Customer Service,Help Desk Technician,75839,1
00-63339667,Justin,Evans,1,New York,New York City,Bachelor,14/07/1987,2018-08-15,11/2/2019,Operations,Logistics Coordinator,70332,3
00-22120246,Bethany,Keller,1,West Virginia,Charleston,Master,18/05/1977,2023-12-03,31/05/2024,Operations,Operations Analyst,67285,4
00-82017516,Edgar,Ryan,0,New York,New York City,Bachelor,10/4/1990,2016-05-14,25/04/2022,IT,IT Support Specialist,59936,3
00-45186708,Martin,Hines,1,New York,New York City,Bachelor,27/05/1964,2020-05-26,22/11/2020,Operations,Logistics Coordinator,68848,3
00-24541967,Stanley,Morris,0,New York,New York City,Bachelor,27/03/1972,2022-03-15,11/9/2022,Sales,Sales Representative,66482,2
00-93154172,Tina,Allen,0,New York,New York City,Master,20/05/1967,2023-05-29,25/11/2023,Customer Service,Customer Service Manager,69548,3
00-91883846,Jesus,Rowe,1,Michigan,Detroit,Master,10/11/1974,2017-01-17,,IT,Software Developer,100022,3
00-72312933,Louis,Kennedy,1,Michigan,Grand Rapids,Master,14/09/1990,2023-12-21,18/06/2024,IT,Software Developer,89090,4
00-64800542,Lisa,Hughes,1,Michigan,Grand Rapids,Bachelor,9/7/1976,2016-09-14,25/09/2021,Customer Service,Customer Service Representative,61136,4
00-50851122,Laura,Pearson,0,New York,New York City,Master,28/01/1999,2024-02-29,27/08/2024,Sales,Sales Consultant,86367,4
00-41514326,Tyler,Johnson,0,New York,New York City,Bachelor,20/02/1989,2017-07-15,11/1/2018,IT,System Administrator,79711,1
00-70887034,Tammy,Rivera,1,New York,New York City,Bachelor,23/05/1995,2018-02-08,12/2/2021,Finance,Accounts Payable Specialist,63065,3
00-82503409,Morgan,Alexander,1,Ohio,Columbus,Bachelor,7/2/1976,2019-07-24,20/01/2020,Sales,Sales Consultant,82504,2
00-30739712,Renee,Smith,1,New York,New York City,High School,11/10/1981,2023-02-25,22/11/2023,Customer Service,Support Specialist,61422,1
00-75679047,Robert,Pena,0,New York,New York City,Bachelor,1/12/2002,2021-03-01,28/08/2021,Finance,Accountant,74745,3
00-59731689,Charles,Harrington,0,Illinois,Chicago,High School,27/12/1964,2017-04-13,27/04/2020,Customer Service,Support Specialist,65592,1
00-58678896,Matthew,Schwartz,1,New York,New York City,Bachelor,9/6/1964,2016-09-09,7/8/2021,Operations,Inventory Specialist,68263,3
00-83076970,Christopher,Murphy,0,Illinois,Aurora,High School,12/1/1982,2023-09-19,29/06/2024,Customer Service,Support Specialist,63173,1
00-18126895,Michele,James,0,New York,New York City,Bachelor,15/03/1977,2019-05-03,30/10/2019,Marketing,Marketing Coordinator,61924,3
00-71031132,Courtney,Clay,1,New York,New York City,Bachelor,21/11/1974,2016-07-08,5/10/2024,IT,Software Developer,92714,3
00-95831286,Monique,Johnson,0,New York,New York City,Bachelor,14/12/1995,2020-01-27,28/06/2022,Sales,Sales Specialist,76920,3
00-54762841,Jimmy,Cohen,0,New York,New York City,Bachelor,26/08/1962,2017-04-22,18/03/2022,Marketing,Content Creator,64316,2
00-85776373,Wendy,Francis,1,New York,New York City,High School,5/6/1973,2017-06-18,,Customer Service,Customer Service Representative,64954,1
00-88703005,Tiffany,Hodges,1,New York,New York City,High School,13/07/1985,2017-10-01,2/1/2021,Operations,Inventory Specialist,60526,1
00-29804386,Monique,Wallace,0,Illinois,Naperville,Bachelor,18/05/1972,2023-09-27,25/03/2024,Finance,Accountant,70513,3
00-47215199,Kevin,Johnson,1,New York,New York City,Bachelor,20/12/1983,2023-05-06,2/11/2023,Sales,Sales Consultant,74982,4
00-82506491,Laura,Carter,1,North Carolina,Greensboro,High School,31/05/1990,2017-05-26,4/1/2019,Marketing,Content Creator,62882,1
00-98725654,Ryan,Sanchez,1,New York,New York City,Master,20/04/1966,2023-06-10,7/12/2023,Operations,Operations Analyst,72764,3
00-58082464,Ashlee,Sparks,0,North Carolina,Greensboro,Bachelor,22/06/1981,2023-03-08,4/9/2023,Operations,Operations Analyst,80418,4
